merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size,resolution_type,resolution_confidence,raw_record_count,conflict_details
MCH5696,Mittal Group,5411,Grocery,Private-Limited,Chennai,Tamil Nadu,2024-05-18 00:00:00,,ACTIVE,2595.13,SINGLETON,1.0,1,No duplicates
MCH5697,"Kapadia, Sharma And Maharaj",,Department Store,Partnership,Poona,Maharashtra,2023-08-27 00:00:00,IHYO1132265068472,ACTIVE,4565.23,SINGLETON,1.0,1,No duplicates
MCH5698,Rana Ltd,5942,Books & Stationery,Private-Limited,Chennai,Tamil Nadu,2025-01-07 00:00:00,,ACTIVE,2808.27,SINGLETON,1.0,1,No duplicates
MCH5701,"Lad, Thakkar And Nazareth",4131,Transportation,Private Limited,Calcutta,West Bengal,,XXXX7572,ACTIVE,1254.73,SINGLETON,1.0,1,No duplicates
MCH5704,Biswas-Yohannan,7011,Hotel & Lodging,Sole-Proprietor,Calcutta,West Bengal,,XXXX3443,ACTIVE,751.57,CONFLICTING_MERCHANT_RECORD,0.55,3,"Conflicting Names: ['Ravel-Talwar', 'Biswas-Yohannan', 'Bhardwaj And Sons']; Conflicting Categories: ['Transportation', 'Hotel', 'Book Store']; Conflicting Cities: ['Madras', 'Calcutta', 'New Delhi']"
MCH5705,Mukhopadhyay And Sons,5699,Apparel,Sole_Proprietor,Jalandhar,Punjab,2025-02-25 00:00:00,,ACTIVE,716.31,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Mukhopadhyay And Sons', 'Palan, Bhargava And Jaggi']; Conflicting Categories: ['Apparel', 'Transport']; Conflicting Cities: ['Jalandhar', 'Lucknow']"
MCH5707,De01 Gr0Up,5411,Grocery,Partnership,Hyderabad,Telangana,2023-09-19 00:00:00,NRWL7844875974966,ACTIVE,666.58,CONFLICTING_MERCHANT_RECORD,0.55,3,"Conflicting Names: ['De01 Gr0Up', 'Varughese-Hegde']; Conflicting Categories: ['Kirana', 'Telecom']; Conflicting Cities: ['Hyderabad', 'Lucknow']"
MCH5709,Shroff-Mukherjee,4814,Telecom,Private_Limited,Jaipur,Rajasthan,2024-11-10 18:13:32,FPQT8539252763493,ACTIVE,668.22,SINGLETON,1.0,1,No duplicates
MCH5710,Karnik Ltd,5942,Books & Stationery,Partnership,Jaipur,Rajasthan,2025-12-24 00:00:00,4751773025,ACTIVE,2156.34,SINGLETON,1.0,1,No duplicates
MCH5712,Goda-Kashyap,5942,Books & Stationery,Private_Limited,Amritsar,Punjab,2025-01-12 00:00:00,ILKC7960163227117,ACTIVE,,FORMATTING_DUPLICATE,0.85,2,2 records with formatting variations consolidated
MCH5715,"Bansal,Aryaandbhat",5912,Pharmacy,Private_Limited,Bangalore,Karnataka,2025-01-20 00:00:00,,ACTIVE,1290.0,SINGLETON,1.0,1,No duplicates
MCH5716,Nadig Inc,4814,Telecom,Individual,Madras,Tamil Nadu,2025-06-26 14:09:58,,ACTIVE,1811.84,SINGLETON,1.0,1,No duplicates
MCH5717,"Kuruvilla, Deol And Rama",5942,Books & Stationery,Sole_Proprietor,Jaipur,Rajasthan,2023-05-16 23:01:00,,ACTIVE,8901.44,SINGLETON,1.0,1,No duplicates
MCH5720,Karnik Group,5942,Books & Stationery,Partnership,Amritsar,Punjab,2023-10-28 00:00:00,9007561693,ACTIVE,6186.34,SINGLETON,1.0,1,No duplicates
MCH5722,Kant-Gara,7011,Hotel & Lodging,Partnership,Lucknow,Uttar Pradesh,2024-12-16 00:00:00,3048409027,ACTIVE,1451.76,SINGLETON,1.0,1,No duplicates
MCH5723,Doctor Llc,,Grocery,Private_Limited,Calcutta,West Bengal,2023-04-08 00:00:00,XXXX6555,ACTIVE,574.8,SINGLETON,1.0,1,No duplicates
MCH5727,"Sandal, Deshmukh And Lata",5699,Apparel,Partnership,Bangalore,Karnataka,2024-04-21 23:21:20,9631209751,ACTIVE,411.34,SINGLETON,1.0,1,No duplicates
MCH5734,Balan Inc,5311,Department Store,Private Limited,Jalandhar,Punjab,2025-05-20 00:00:00,,ACTIVE,2000.53,SINGLETON,1.0,1,No duplicates
MCH5736,Agate Llc,4131,Transportation,Sole-Proprietor,Delhi,Delhi,2023-04-16 00:00:00,XXXX7731,ACTIVE,3557.14,EXACT_DUPLICATE,1.0,2,2 identical rows consolidated
MCH5737,"Mangat, Parmer And Khosla",5311,Department Store,Sole_Proprietor,Poona,Maharashtra,,ERHY5292307870912,ACTIVE,2850.24,CONFLICTING_MERCHANT_RECORD,0.55,4,"Conflicting Names: ['Chaudhary, Raghavan And Brahmbhatt', 'Ben Inc', 'Barad, Majumdar And Barad', 'Mangat, Parmer And Khosla']; Conflicting Categories: ['Pharmacies', 'Apparel', 'Garments', 'Dept_Store']; Conflicting Cities: ['Amritsar', 'Ldh', 'Jaipur', 'Poona']"
MCH5740,Dayal-Desai,5699,Apparel,Sole-Proprietor,Chennai,Tamil Nadu,2025-04-10 00:00:00,,ACTIVE,4887.0,SINGLETON,1.0,1,No duplicates
MCH5741,Uppal Group,,Books & Stationery,Individual,Bombay,Maharashtra,2023-05-30 00:00:00,SZOY5586957641724,ACTIVE,,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Uppal Group', 'Rajagopalan Plc']; Conflicting Categories: ['Books', 'Books_Stationery']; Conflicting Cities: ['Bombay', 'Hyd']"
MCH5744,Dalal-Lall,7011,Hotel & Lodging,Private-Limited,Chennai,Tamil Nadu,2023-05-31 00:00:00,XXXX1007,ACTIVE,3350.6,SINGLETON,1.0,1,No duplicates
MCH5745,"Bahri, Dutta And Narang",4131,Transportation,Individual,Bengaluru,Karnataka,2024-03-27 07:33:00,GWGG2673614762721,ACTIVE,955.1,CONFLICTING_MERCHANT_RECORD,0.55,3,"Conflicting Names: ['Bahri, Dutta And Narang', 'Mahal, Gokhale And Shah', 'Sawhney-Apte']; Conflicting Categories: ['Transprt', 'Cloths', 'Chemist']; Conflicting Cities: ['Bengaluru', 'Lko', 'Delhi']"
MCH5747,"Narasimhan, Doshi And Pall",5812,Restaurant,Private-Limited,Calcutta,West Bengal,2025-08-05 00:00:00,XXXX9034,ACTIVE,4280.12,SINGLETON,1.0,1,No duplicates
MCH5749,Master Llc,,Restaurant,Private Limited,Kolkata,West Bengal,2024-04-30 00:00:00,PVNW9033788560313,ACTIVE,6699.41,CONFLICTING_MERCHANT_RECORD,0.55,3,"Conflicting Names: ['Bir, Sibal And Arya', 'Master Llc', 'Chaudry, Minhas And Chatterjee']; Conflicting Categories: ['Stationery', 'Restaurant', 'Food']; Conflicting Cities: ['Mumbay', 'Kolkata', 'Bombay']"
MCH5753,Handa Inc,5812,Restaurant,Sole Proprietor,Hyderabad,Telangana,2025-11-04 23:27:50,XXXX3053,ACTIVE,3518.1,CONFLICTING_MERCHANT_RECORD,0.55,3,"Conflicting Names: ['Zachariah-Rai', 'Handa Inc', 'Nair, Pai And Issac']; Conflicting Categories: ['Food_Services', 'Restaurants', 'Garments']; Conflicting Cities: ['Hyderabad', 'Mumbai']"
MCH5758,"Aggarwal, Hayer And Nayar",5999,Miscellaneous Retail,Individual,Asr,Punjab,2023-09-22 00:00:00,XXXX0401,ACTIVE,3630.79,SINGLETON,1.0,1,No duplicates
MCH5762,Hayre And Sons,5942,Books & Stationery,Sole_Proprietor,Calcutta,West Bengal,2024-01-05 06:19:29,XXXX2767,ACTIVE,823.98,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Hayre And Sons', 'Dyal-Loke']; Conflicting Categories: ['Books_Stationery', 'Food']"
MCH5765,Murty Inc,4131,Transportation,Partnership,Mumbay,Maharashtra,2025-07-18 00:00:00,,ACTIVE,2715.83,SINGLETON,1.0,1,No duplicates
MCH5766,Varkey-Datta,4814,Telecom,Private Limited,Mumbai,Maharashtra,2024-02-18 00:00:00,,ACTIVE,1162.56,SINGLETON,1.0,1,No duplicates
MCH5767,Pandya Inc,4814,Telecom,Individual,Jaipur,Rajasthan,2024-01-09 00:00:00,6172553008,ACTIVE,793.79,SINGLETON,1.0,1,No duplicates
MCH5768,Brar Inc,5812,Restaurant,Sole Proprietor,Hyderabad,Telangana,2023-04-04 00:00:00,PTPO3474925086916,ACTIVE,1354.3,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Brar Inc', 'Minhas Gr0Up']; Conflicting Categories: ['Food_Services', 'Telecom']"
MCH5770,Kari Llc,5912,Pharmacy,Private Limited,Hyderabad,Telangana,2025-01-29 10:38:17,,ACTIVE,573.41,SINGLETON,1.0,1,No duplicates
MCH5775,Srinivas Ltd,5311,Department Store,Individual,Kolkata,West Bengal,2025-11-01 10:50:11,AIEV2153769743983,ACTIVE,7152.05,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Srinivas Ltd', 'Aurora-Dhillon']; Conflicting Categories: ['Department Store', 'Travel']; Conflicting Cities: ['Kolkata', 'Bangalore']"
MCH5776,Varma-Bahri,5699,Apparel,Individual,Mumbai,Maharashtra,2025-04-10 00:00:00,0509545143,INACTIVE,807.85,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Varma-Bahri', 'Date-Mangat']; Conflicting Categories: ['Garments', 'Hospitality']; Conflicting Cities: ['Mumbai', 'Ldh']"
MCH5777,Dubey And Sons,5999,Miscellaneous Retail,Individual,Bangalore,Karnataka,2025-12-01 19:34:00,,INACTIVE,4320.83,SINGLETON,1.0,1,No duplicates
MCH5780,Tara-Palan,5699,Apparel,Individual,Bangalore,Karnataka,2024-01-11 00:00:00,,ACTIVE,1736.15,CONFLICTING_MERCHANT_RECORD,0.55,3,"Conflicting Names: ['Kumar, Bedi And Borah', 'Tara-Palan', 'Oak-Mody']; Conflicting Categories: ['Stationery', 'Cloths', 'Retail Other']; Conflicting Cities: ['Bangalore', 'Pune']"
MCH5781,Bava And Sons,7011,Hotel & Lodging,Partnership,Hyderabad,Telangana,2024-03-24 09:56:13,,ACTIVE,2364.14,SINGLETON,1.0,1,No duplicates
MCH5784,"Kakar, Palla And Vyas",5699,Apparel,Private-Limited,Jalandhar,Punjab,2024-06-01 22:17:58,,ACTIVE,220.77,SINGLETON,1.0,1,No duplicates
MCH5785,Vohra Inc,5699,Apparel,Partnership,Mumbai,Maharashtra,2023-06-25 00:00:00,6460565959,ACTIVE,1694.59,SINGLETON,1.0,1,No duplicates
MCH5786,"Bhasin, Manda1 And Tank",4131,Transportation,Individual,Kolkata,West Bengal,2025-08-02 00:00:00,2599782072,INACTIVE,1913.26,SINGLETON,1.0,1,No duplicates
MCH5787,Bassi Inc,7011,Hotel & Lodging,Sole_Proprietor,Bombay,Maharashtra,2025-06-24 00:00:00,XXXX0298,ACTIVE,555.97,SINGLETON,1.0,1,No duplicates
MCH5790,Devi And Sons,5942,Books & Stationery,Partnership,Jpr,Rajasthan,2024-06-03 01:35:36,LANA4621044039956,ACTIVE,8961.2,SINGLETON,1.0,1,No duplicates
MCH5792,"Bava, Krish And Ghose",4131,Transportation,Partnership,Amritsar,Punjab,2024-07-09 00:00:00,0878817279,SUSPENDED,1136.54,SINGLETON,1.0,1,No duplicates
MCH5793,Hayre And Sons,4131,Transportation,Individual,Amritsar,Punjab,2023-10-23 00:00:00,XXXX4734,ACTIVE,2411.65,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Hayre And Sons', 'Pathak Group']; Conflicting Cities: ['Amritsar', 'Mumbai']"
MCH5794,Gulati And Sons,5999,Miscellaneous Retail,Private_Limited,Blr,Karnataka,2024-07-18 15:31:05,,ACTIVE,614.67,SINGLETON,1.0,1,No duplicates
MCH5795,"Sunder, Bera And Srinivas",7011,Hotel & Lodging,Private_Limited,Calcutta,West Bengal,2023-05-19 17:04:00,,ACTIVE,167.0,SINGLETON,1.0,1,No duplicates
MCH5797,Bhatt Ltd,5942,Books & Stationery,Individual,Chennai,Tamil Nadu,,XXXX5629,ACTIVE,1641.0,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Bhatt Ltd', 'Sami Ltd']; Conflicting Categories: ['Books_Stationery', 'Books']; Conflicting Cities: ['Chennai', 'Jalandhar']"
MCH5798,Divan-Mahal,5812,Restaurant,Individual,Jaipur,Rajasthan,2023-02-19 00:00:00,1492699438,ACTIVE,110.98,SINGLETON,1.0,1,No duplicates
MCH5799,Nagar Inc,7011,Hotel & Lodging,Private_Limited,Jalandhar,Punjab,2026-02-16 00:00:00,RWJB2008792112548,ACTIVE,209.08,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Nagar Inc', 'Sankaran, Kadakia And Banerjee']; Conflicting Categories: ['Hotel', 'Hotels']; Conflicting Cities: ['Jalandhar', 'Amritsar']"
MCH5801,"Narasimhan, Grewal And Vora",4131,Transportation,Private-Limited,Dilli,Delhi,2023-08-08 00:00:00,,ACTIVE,1697.55,SINGLETON,1.0,1,No duplicates
MCH5805,Natarajan-Walla,4131,Transportation,Partnership,Ludhiana,Punjab,2025-06-03 12:56:57,XXXX1704,ACTIVE,449.15,SINGLETON,1.0,1,No duplicates
MCH5807,Madan Ltd,5311,Department Store,Sole-Proprietor,Jalandar,Punjab,2023-11-06 00:00:00,XXXX1600,ACTIVE,1974.14,SINGLETON,1.0,1,No duplicates
MCH5809,Virk-Peri,5942,Books & Stationery,Individual,Jaipur,Rajasthan,2023-07-25 09:05:00,7094756781,INACTIVE,1513.53,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Virk-Peri', 'Buch Plc']; Conflicting Categories: ['Stationery', 'Bus/Taxi']; Conflicting Cities: ['Jaipur', 'Blr']"
MCH5812,Aurora And Sons,7011,Hotel & Lodging,Sole Proprietor,Hyderabad,Telangana,2024-03-03 00:00:00,7984668048,ACTIVE,410.12,SINGLETON,1.0,1,No duplicates
MCH5813,Nair Inc,4814,Telecom,Sole Proprietor,Chennai,Tamil Nadu,,,ACTIVE,1408.29,SINGLETON,1.0,1,No duplicates
MCH5822,Gandhi-Krish,5311,Department Store,Sole Proprietor,Bangalore,Karnataka,2023-02-10 00:00:00,7874103727,ACTIVE,1268.39,SINGLETON,1.0,1,No duplicates
MCH5823,Garde Llc,5311,Department Store,Sole_Proprietor,Bengaluru,Karnataka,2023-03-15 00:00:00,XXXX1484,INACTIVE,1075.77,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Sen Llc', 'Garde Llc']; Conflicting Categories: ['Phone Service', 'Department Stores']; Conflicting Cities: ['Pune', 'Bengaluru']"
MCH5825,Bhardwaj-Sachdeva,5942,Books & Stationery,Partnership,Bangalore,Karnataka,2024-05-17 00:03:40,,ACTIVE,1108.32,SINGLETON,1.0,1,No duplicates
MCH5829,Batta Ltd,5812,Restaurant,Sole_Proprietor,Jalandhar,Punjab,2024-11-07 00:00:00,SFSR8195478520780,SUSPENDED,690.13,CONFLICTING_MERCHANT_RECORD,0.55,3,"Conflicting Names: ['Batta Ltd', 'Mall Llc']; Conflicting Categories: ['Food', 'Apparel']; Conflicting Cities: ['Jalandhar', 'Madras']"
MCH5831,Kibe Inc,4814,Telecom,Sole Proprietor,Ludhiana,Punjab,2024-01-21 16:49:33,,ACTIVE,2267.19,SINGLETON,1.0,1,No duplicates
MCH5833,Deep And Sons,5411,Grocery,Partnership,Jaipur,Rajasthan,2024-04-04 00:00:00,,ACTIVE,4335.22,SINGLETON,1.0,1,No duplicates
MCH5834,Sundaram-Sarkar,5812,Restaurant,Partnership,Hyderabad,Telangana,2025-07-27 00:00:00,XXXX6821,ACTIVE,1502.09,SINGLETON,1.0,1,No duplicates
MCH5835,"Kanda, Saraf And Prashad",5699,Apparel,Sole_Proprietor,Jalandhar,Punjab,2023-03-06 00:00:00,,ACTIVE,622.64,SINGLETON,1.0,1,No duplicates
MCH5841,Nori Group,5912,Pharmacy,Sole_Proprietor,Mumbai,Maharashtra,2023-01-11 06:18:00,,ACTIVE,466.44,SINGLETON,1.0,1,No duplicates
MCH5842,"Dutt, Trivedi And Dhingra",5942,Books & Stationery,Partnership,Amritsar,Punjab,2024-01-21 11:32:28,XXXX5651,ACTIVE,182.55,SINGLETON,1.0,1,No duplicates
MCH5843,Wason And Sons,4814,Telecom,Individual,Hyderabad,Telangana,2023-05-30 00:00:00,,INACTIVE,1023.46,SINGLETON,1.0,1,No duplicates
MCH5845,Buch Plc,5311,Department Store,Sole_Proprietor,Ludhiana,Punjab,2025-09-25 00:00:00,8892986940,ACTIVE,1603.87,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Buch Plc', 'Kara Group']; Conflicting Categories: ['Retail', 'Misc Retail']; Conflicting Cities: ['Ludhiana', 'Asr']"
MCH5847,"Kar, Gupta And Choudhry",7011,Hotel & Lodging,Sole Proprietor,Kolkata,West Bengal,2023-05-20 00:00:00,8964900216,ACTIVE,4487.3,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Kar, Gupta And Choudhry', 'Andra-Tata']; Conflicting Categories: ['Hotel_Lodging', 'Fashion']; Conflicting Cities: ['Kolkata', 'Jaipur']"
MCH5849,Balakrishnan Ltd,5699,Apparel,Private_Limited,Lucknow,Uttar Pradesh,2025-04-06 00:00:00,,ACTIVE,6558.56,SINGLETON,1.0,1,No duplicates
MCH5850,Virk-Loke,5699,Apparel,Partnership,Mumbay,Maharashtra,,QOYF2667573006038,ACTIVE,3558.0,SINGLETON,1.0,1,No duplicates
MCH5851,"Chakrabarti, Sen And Misra",5411,Grocery,Sole-Proprietor,Poona,Maharashtra,2026-02-15 14:58:09,XXXX3366,ACTIVE,1867.35,CONFLICTING_MERCHANT_RECORD,0.55,3,"Conflicting Names: ['Chakrabarti, Sen And Misra', 'Dugar, Shanker And Bedi', 'Sani Ltd']; Conflicting Categories: ['Kirana', 'Miscellaneous', 'Retail Other']; Conflicting Cities: ['Poona', 'Pune', 'Jaipur']"
MCH5855,"Rajagopalan,Muniandprasad",,Apparel,Partnership,Jalandhar,Punjab,2023-09-08 00:00:00,,ACTIVE,115.41,SINGLETON,1.0,1,No duplicates
MCH5856,"Wason, Savant And Bahl",,Miscellaneous Retail,Individual,Mumbai,Maharashtra,2026-02-11 00:00:00,,ACTIVE,944.06,SINGLETON,1.0,1,No duplicates
MCH5857,"Varughese, Vora And Chokshi",4814,Telecom,Individual,Lucknow,Uttar Pradesh,2025-11-21 00:00:00,,INACTIVE,687.33,SINGLETON,1.0,1,No duplicates
MCH5861,Manne-Chatterjee,5812,Restaurant,Sole_Proprietor,Delhi,Delhi,2024-10-28 00:00:00,,ACTIVE,174.45,SINGLETON,1.0,1,No duplicates
MCH5870,Deol Group,4131,Transportation,Sole_Proprietor,Madras,Tamil Nadu,2023-04-02 21:18:00,,SUSPENDED,1911.31,SINGLETON,1.0,1,No duplicates
MCH5872,Sandal Ltd,5411,Grocery,Private Limited,Bengaluru,Karnataka,,,ACTIVE,2434.63,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Sandal Ltd', 'Kalellc']; Conflicting Categories: ['Groceries', 'Transport']; Conflicting Cities: ['Bengaluru', 'Bangalore']"
MCH5873,"Kade, Srivastava And Iyengar",5999,Miscellaneous Retail,Partnership,Lucknow,Uttar Pradesh,2023-10-06 00:00:00,,ACTIVE,3185.85,SINGLETON,1.0,1,No duplicates
MCH5874,Mann-Ma11Ick,7011,Hotel & Lodging,Partnership,Delhi,Delhi,2023-11-29 00:00:00,7898379818,ACTIVE,1160.0,CONFLICTING_MERCHANT_RECORD,0.55,3,"Conflicting Names: ['Pandya Plc', 'Pathak Group', 'Mann-Ma11Ick']; Conflicting Categories: ['Hotels', 'Telecom', 'Hotel']; Conflicting Cities: ['Hyderabad', 'Jalandhar', 'Delhi']"
MCH5879,"Sridhar, Sani And Ma11",4814,Telecom,Individual,Hyd,Telangana,2025-12-30 20:57:31,XXXX4907,ACTIVE,3624.48,SINGLETON,1.0,1,No duplicates
MCH5880,"Varty, Ratta And Venkataraman",5699,Apparel,Sole Proprietor,Asr,Punjab,2023-06-11 00:00:00,0620802937,ACTIVE,1913.84,SINGLETON,1.0,1,No duplicates
MCH5881,"Bandi, Krishnamurthy And Saran",5411,Grocery,Partnership,Amritsar,Punjab,2025-12-13 00:00:00,XXXX6576,ACTIVE,345.76,CONFLICTING_MERCHANT_RECORD,0.55,3,"Conflicting Names: ['Bandi, Krishnamurthy And Saran', 'Sengupta-Bhat', 'Baria-Keer']; Conflicting Categories: ['Grocery Stores', 'Pharmacy', 'Transprt']; Conflicting Cities: ['Amritsar', 'Kolkata', 'Jaipur']"
MCH5882,"Barad, Kara And Gokhale",,Telecom,Sole Proprietor,Chennai,Tamil Nadu,2024-09-25 00:00:00,8200004171,INACTIVE,626.5,SINGLETON,1.0,1,No duplicates
MCH5883,Pillai Ltd,,Books & Stationery,Partnership,Pune,Maharashtra,2024-10-18 00:00:00,ELEN4323090043469,ACTIVE,2102.56,SINGLETON,1.0,1,No duplicates
MCH5884,Raman And Sons,4131,Transportation,Individual,Chennai,Tamil Nadu,,1966210053,ACTIVE,743.19,SINGLETON,1.0,1,No duplicates
MCH5890,Apte-Sant,5311,Department Store,Partnership,Asr,Punjab,2026-01-27 00:00:00,BNKX3894227656030,INACTIVE,2687.77,SINGLETON,1.0,1,No duplicates
MCH5892,Mangat-Dutta,,Books & Stationery,Sole-Proprietor,Jaipur,Rajasthan,2023-10-08 00:00:00,3873887194,ACTIVE,2243.17,CONFLICTING_MERCHANT_RECORD,0.55,3,"Conflicting Names: ['Mangat-Dutta', 'Dara, Goswami And Purohit']; Conflicting Categories: ['Stationery', 'Restaurants']; Conflicting Cities: ['Jaipur', 'Bangalore']"
MCH5894,Borra-Tiwari,5311,Department Store,Partnership,Bengaluru,Karnataka,2025-05-24 19:29:00,,ACTIVE,239.64,SINGLETON,1.0,1,No duplicates
MCH5895,Dey Llc,4131,Transportation,Individual,Chennai,Tamil Nadu,2024-08-05 00:00:00,,ACTIVE,693.85,SINGLETON,1.0,1,No duplicates
MCH5896,Kale Group,5942,Books & Stationery,Individual,Hyderabad,Telangana,2023-07-21 00:00:00,3922466271,ACTIVE,533.74,SINGLETON,1.0,1,No duplicates
MCH5897,Mutti-Doshi,5912,Pharmacy,Private-Limited,Amritsar,Punjab,2026-01-06 00:00:00,,ACTIVE,1302.0,SINGLETON,1.0,1,No duplicates
MCH5898,Virk-Mani,5699,Apparel,Partnership,Delhi,Delhi,2025-08-23 00:00:00,1987474945,ACTIVE,2502.05,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Virk-Mani', 'Dalal, Bhavsar And Taneja']; Conflicting Categories: ['Cloths', 'Other']; Conflicting Cities: ['Delhi', 'Kolkata']"
MCH5900,Sarraf-Nagar,5912,Pharmacy,Sole Proprietor,Kolkata,West Bengal,2024-03-23 06:41:25,0859371893,ACTIVE,380.94,SINGLETON,1.0,1,No duplicates
MCH5902,"Iyer, Pal And Kaur",5311,Department Store,Private_Limited,Pune,Maharashtra,2024-08-14 00:00:00,,ACTIVE,441.19,SINGLETON,1.0,1,No duplicates
MCH5904,Karan Ltd,5699,Apparel,Sole Proprietor,Bengaluru,Karnataka,2023-11-29 00:00:00,,ACTIVE,1441.0,SINGLETON,1.0,1,No duplicates
MCH5905,Karnik Ltd,5812,Restaurant,Individual,Poona,Maharashtra,2026-02-05 00:00:00,XXXX6996,ACTIVE,653.53,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Hayer, Char And Jain', 'Karnik Ltd']; Conflicting Categories: ['Retail Other', 'Restaurants']"
MCH5911,Chacko-Kota,5311,Department Store,Partnership,Hyd,Telangana,2023-09-07 00:00:00,,ACTIVE,797.25,SINGLETON,1.0,1,No duplicates
MCH5912,"Raman, Viswanathan And Garg",4814,Telecom,Individual,Bengaluru,Karnataka,2023-12-01 17:59:00,3092091837,ACTIVE,4153.0,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Shenoy Plc', 'Raman, Viswanathan And Garg']; Conflicting Categories: ['Telecom', 'Mobile Recharge']; Conflicting Cities: ['Bangalore', 'Bengaluru']"
MCH5914,"Agarwal, Pant And Ravi",5311,Department Store,Private_Limited,Hyderabad,Telangana,2023-10-23 09:35:36,XXXX4508,ACTIVE,1447.48,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Ku1Karni-Deshmukh', 'Agarwal, Pant And Ravi']; Conflicting Categories: ['Garments', 'Dept_Store']; Conflicting Cities: ['Jpr', 'Hyderabad']"
MCH5915,"Solanki, Banik And Badal",4131,Transportation,Individual,Jalandhar,Punjab,2024-10-22 00:00:00,XXXX8472,ACTIVE,1488.9,SINGLETON,1.0,1,No duplicates
MCH5917,"Tara, Bhasin And Singh",5912,Pharmacy,Sole-Proprietor,Pune,Maharashtra,2023-08-26 00:00:00,6037353463,SUSPENDED,443.4,SINGLETON,1.0,1,No duplicates
MCH5918,Bora-Rege,5699,Apparel,Partnership,Pune,Maharashtra,2024-09-23 00:00:00,USII8978521648386,ACTIVE,203.17,SINGLETON,1.0,1,No duplicates
MCH5921,Saraf-Saraf,7011,Hotel & Lodging,Individual,Jpr,Rajasthan,2025-05-31 15:14:51,XXXX9547,INACTIVE,352.95,SINGLETON,1.0,1,No duplicates
MCH5923,"Banik, Yogi And Seth",4814,Telecom,Individual,Delhi,Delhi,,CKTY3945451387681,INACTIVE,378.2,FORMATTING_DUPLICATE,0.85,2,2 records with formatting variations consolidated
MCH5924,Chana-Thaman,4814,Telecom,Sole-Proprietor,New Delhi,Delhi,2025-09-27 23:42:15,XXXX2862,ACTIVE,1054.56,SINGLETON,1.0,1,No duplicates
MCH5927,"Hayer, Palla And Ganesh",5699,Apparel,Private_Limited,Lucknow,Uttar Pradesh,2024-06-16 00:00:00,,ACTIVE,3764.09,SINGLETON,1.0,1,No duplicates
MCH5929,Chaudry-Pal,7011,Hotel & Lodging,Private_Limited,Chennai,Tamil Nadu,2024-11-12 00:00:00,RXEM4030982599966,ACTIVE,705.57,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Chaudry-Pal', 'Natt, Iyengar And Desai']; Conflicting Categories: ['Hotels', 'Apparel']; Conflicting Cities: ['Chennai', 'Delhi']"
MCH5932,Jani-Sathe,4814,Telecom,Partnership,Ludhiana,Punjab,2024-10-09 04:03:57,,INACTIVE,2383.64,SINGLETON,1.0,1,No duplicates
MCH5933,"Natarajan, Swaminathan And Dugar",5999,Miscellaneous Retail,Partnership,Kolkata,West Bengal,2025-09-26 20:35:00,XXXX6381,ACTIVE,2711.41,SINGLETON,1.0,1,No duplicates
MCH5934,Halder Llc,7011,Hotel & Lodging,Private_Limited,Asr,Punjab,2023-03-22 00:00:00,CBWB3662425285759,ACTIVE,1201.69,CONFLICTING_MERCHANT_RECORD,0.55,3,"Conflicting Names: ['Halder Llc', 'Bandi, Devi And Gulati', 'Krish-Doshi']; Conflicting Categories: ['Hotel_Lodging', 'Bus/Taxi', 'Transport']; Conflicting Cities: ['Asr', 'Chennai', 'Jaipur']"
MCH5937,"Babu, Contractor And Sem",5411,Grocery,Private_Limited,Hyd,Telangana,2023-01-04 00:00:00,,INACTIVE,415.88,SINGLETON,1.0,1,No duplicates
MCH5938,Prabhu Llc,5999,Miscellaneous Retail,Sole_Proprietor,Jalandar,Punjab,2024-10-16 00:00:00,,ACTIVE,590.79,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Prabhu Llc', 'Rama-Pandey']; Conflicting Categories: ['Other', 'Transport']; Conflicting Cities: ['Jalandar', 'Jaipur']"
